graph_num,l2_norm,cosine_similarity,g/s_pred_label,g/s_true_label,node_diff_1,edge_diff_1,node_diff_2,edge_diff_2,node_diff_3,edge_diff_3,node_diff_4,edge_diff_4,node_diff_5,edge_diff_5,node_diff_6,edge_diff_6,node_diff_7,edge_diff_7,node_diff_8,edge_diff_8,node_diff_9,edge_diff_9,node_diff_10,edge_diff_10
209,261.1532117359463,0.9789825074675188,0,0,17,-13,17,-13,17,-13,17,-13,17,-13,17,-13,17,-13,3,124,3,124,0,-185
210,262.3680620807342,0.9796819583091575,1,1,18,-6,18,-6,18,-6,18,-6,18,-6,18,-6,18,-6,7,125,7,125,0,-187
211,232.98927013920618,0.9819784688920711,0,0,16,-15,16,-15,16,-15,16,-15,16,-15,16,-15,16,-15,7,113,7,113,0,-159
212,230.04130063968947,0.9830015082885796,1,1,17,-12,17,-12,17,-12,17,-12,17,-12,17,-12,17,-12,4,104,4,104,0,-168
213,216.30302818037475,0.9839413390180648,0,0,6,-5,6,-5,6,-5,6,-5,6,-5,6,-5,6,-5,7,109,7,109,0,-150
214,200.51683221116375,0.9863254374300795,1,1,11,-1,11,-1,11,-1,11,-1,11,-1,11,-1,11,-1,6,94,6,94,0,-147
215,232.93990641364996,0.9832769693446685,1,1,13,2,13,2,13,2,13,2,13,2,13,2,13,2,6,117,6,117,0,-160
216,244.21711651724988,0.9805564860888066,0,0,11,8,11,8,11,8,11,8,11,8,11,8,11,8,10,123,10,123,0,-167
217,275.75169990409853,0.9748550998756348,0,0,19,24,19,24,19,24,19,24,19,24,19,24,19,24,7,129,7,129,0,-190
218,265.3865105840913,0.9794844105926238,1,1,18,21,18,21,18,21,18,21,18,21,18,21,18,21,7,124,7,124,0,-185
219,309.05015774142555,0.9726146864295916,0,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,5,146,5,146,0,-216
220,319.5684590193469,0.9725963001658118,1,1,20,23,20,23,20,23,20,23,20,23,20,23,20,23,7,157,7,157,0,-215
221,269.0724809414742,0.9775650738367304,0,0,10,24,10,24,10,24,10,24,10,24,10,24,10,24,6,134,6,134,0,-178
222,218.5040045399626,0.9831868376037216,0,0,12,25,12,25,12,25,12,25,12,25,12,25,12,25,2,106,2,106,0,-141
223,223.41888908505476,0.9798159143356912,0,0,10,27,10,27,10,27,10,27,10,27,10,27,10,27,4,110,4,110,0,-141
224,228.15564862610788,0.9781667494682212,0,0,17,25,17,25,17,25,17,25,17,25,17,25,17,25,8,108,8,108,0,-149
225,189.08463713374496,0.9828983890343228,1,0,13,14,13,14,13,14,13,14,13,14,13,14,13,14,7,90,7,90,0,-130
226,127.38524247337287,0.9894731983486301,0,0,9,14,9,14,9,14,9,14,9,14,9,14,9,14,4,60,4,60,0,-84
227,140.09996431120175,0.9864935268787218,1,1,11,0,11,0,11,0,11,0,11,0,11,0,11,0,5,71,5,71,0,-93
228,169.50811190028637,0.9832948740862664,1,1,13,-4,13,-4,13,-4,13,-4,13,-4,13,-4,13,-4,6,79,6,79,0,-122
229,257.7362993448924,0.9720950119882056,1,1,24,7,24,7,24,7,24,7,24,7,24,7,24,7,9,111,9,111,0,-193
230,263.9052860402762,0.9749128657246962,1,1,13,9,13,9,13,9,13,9,13,9,13,9,13,9,3,129,3,129,0,-186
231,276.93139944758883,0.9749376992354236,1,1,13,2,13,2,13,2,13,2,13,2,13,2,13,2,6,136,6,136,0,-196
232,295.1372562046344,0.9753346427618319,1,1,16,3,16,3,16,3,16,3,16,3,16,3,16,3,7,144,7,144,0,-209
233,318.02043959469023,0.9727962942006292,1,1,10,4,10,4,10,4,10,4,10,4,10,4,10,4,7,163,7,163,0,-217
234,297.6759983606337,0.9751201313143409,1,0,9,16,9,16,9,16,9,16,9,16,9,16,9,16,2,148,2,148,0,-206
235,270.8191278325813,0.977414323877829,0,0,11,13,11,13,11,13,11,13,11,13,11,13,11,13,6,140,6,140,0,-179
236,241.85532865744347,0.9765020928137307,0,0,7,18,7,18,7,18,7,18,7,18,7,18,7,18,4,121,4,121,0,-163
237,213.50644018389704,0.9804389283762821,0,0,9,2,9,2,9,2,9,2,9,2,9,2,9,2,3,106,3,106,0,-150
238,212.55352267134978,0.9763471494973145,0,0,11,14,11,14,11,14,11,14,11,14,11,14,11,14,4,108,4,108,0,-140
239,208.66719914735043,0.9834702997922873,1,1,25,6,25,6,25,6,25,6,25,6,25,6,25,6,7,86,7,86,0,-155
240,1615.2139177211172,0.9813371589585623,1,1,143,237,143,237,143,237,143,237,143,237,143,237,143,237,58,703,58,703,0,-1038
241,2127.348584506075,0.9756017155061147,1,1,119,287,119,287,119,287,119,287,119,287,119,287,119,287,38,967,38,967,0,-1406
242,4331.898659941158,0.9636599883515163,1,1,596,605,596,605,596,605,596,605,596,605,596,605,596,605,74,1283,74,1283,0,-3227
243,5061.242831558273,0.9552738651789098,1,1,186,910,186,910,186,910,186,910,186,910,186,910,186,910,45,2296,45,2296,0,-3005
244,5504.413865253956,0.9525915164288585,1,1,192,1031,192,1031,192,1031,192,1031,192,1031,192,1031,192,1031,37,2455,37,2455,0,-3247
245,7172.163341698236,0.954334051832743,1,1,745,818,745,818,745,818,745,818,745,818,745,818,745,818,103,2859,103,2859,0,-5148
246,8670.380902820822,0.9469068772336333,1,1,419,1157,419,1157,419,1157,419,1157,419,1157,419,1157,419,1157,71,3984,71,3984,0,-5729
247,8253.960988519391,0.9332192478921848,0,0,221,1240,221,1240,221,1240,221,1240,221,1240,221,1240,221,1240,52,3942,52,3942,0,-5093
248,8361.638535598151,0.9316076683933825,0,0,174,1379,174,1379,174,1379,174,1379,174,1379,174,1379,174,1379,42,3988,42,3988,0,-4958
249,6333.652184956165,0.9188368408136496,0,0,241,550,241,550,241,550,241,550,241,550,241,550,241,550,51,3156,51,3156,0,-4203
250,6274.712344004305,0.9150293854428525,0,0,177,534,177,534,177,534,177,534,177,534,177,534,177,534,42,3188,42,3188,0,-4102
251,6053.447282334257,0.9132668080009997,0,0,150,488,150,488,150,488,150,488,150,488,150,488,150,488,35,3111,35,3111,0,-3932
252,3690.171676223208,0.9256765819782368,0,0,110,465,110,465,110,465,110,465,110,465,110,465,110,465,18,1810,18,1810,0,-2338
253,3256.601756432616,0.9320289223628253,0,0,61,673,61,673,61,673,61,673,61,673,61,673,61,673,18,1448,18,1448,0,-1793
254,3126.6536424746505,0.9304087972697931,0,0,85,651,85,651,85,651,85,651,85,651,85,651,85,651,25,1365,25,1365,0,-1741
255,2957.610860136945,0.9295760959897018,0,0,47,631,47,631,47,631,47,631,47,631,47,631,47,631,15,1319,15,1319,0,-1570
256,1980.8465362061747,0.9373335391077631,0,0,77,395,77,395,77,395,77,395,77,395,77,395,77,395,20,825,20,825,0,-1195
257,1779.5257795266693,0.9312527793159597,0,0,43,399,43,399,43,399,43,399,43,399,43,399,43,399,12,765,12,765,0,-932
258,1652.3716289019246,0.9334849423806262,0,0,45,382,45,382,45,382,45,382,45,382,45,382,45,382,14,694,14,694,0,-855
259,1356.161126120344,0.9382324737361272,0,0,26,302,26,302,26,302,26,302,26,302,26,302,26,302,13,585,13,585,0,-715
260,1426.1223650164104,0.932913148170346,0,0,18,357,18,357,18,357,18,357,18,357,18,357,18,357,11,592,11,592,0,-662
261,1180.774322214029,0.9407114705905525,0,0,31,289,31,289,31,289,31,289,31,289,31,289,31,289,9,464,9,464,0,-610
