0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1320,1810,7744,232,4,3332,14468,45370,1188,816,96,2080,330,1320,87,58,0,60,40,0,0
1558,2358,8304,172,4,6776,14384,46855,558,403,124,1275,255,1020,60,40,9,21,20,0,0
935,804,4612,0,0,2084,4943,23993,0,0,0,0,77,308,0,0,0,3,2,0,0
536,512,1644,0,0,844,1972,6364,0,0,0,0,45,180,0,0,0,3,2,0,0
813,1120,2828,0,0,2840,4856,12089,0,0,0,0,172,688,0,0,0,12,8,0,0
1069,840,2568,0,0,2016,3450,8039,0,0,0,0,71,224,0,0,0,3,2,0,0
2148,3079,17656,108,0,10244,22610,128601,252,192,96,1280,1691,6744,0,0,0,660,495,0,0
940,1778,2788,168,4,3808,8011,11711,780,557,148,795,156,564,54,36,12,14,14,0,5
1507,1516,11000,0,0,4020,10506,74949,0,0,0,0,531,2124,0,0,0,105,70,0,0
2684,3012,25380,0,0,14092,28369,210269,0,0,0,0,1147,4588,0,0,0,168,112,0,0
5415,9158,74952,328,4,45768,116625,892252,888,672,320,6720,6544,26156,123,82,0,2064,1376,0,0
2499,3544,17380,0,0,14984,26504,125587,0,0,0,0,1822,7288,0,0,0,468,312,0,0
938,968,4324,0,0,2212,5845,23433,0,0,0,0,81,324,0,0,0,3,2,0,0
3179,5278,24044,1344,68,15196,54283,184756,8346,5776,848,15115,399,1436,1782,1248,84,65,76,70,50
1233,1235,5996,8,0,3564,6912,30399,3,16,56,0,378,1512,0,0,0,63,42,0,0
4194,6096,55704,0,0,26352,70098,604555,0,0,0,0,5111,19804,0,0,0,1695,1130,0,0
3634,7253,38416,1132,44,21588,83343,404224,5802,4057,756,18080,1719,6836,1242,838,135,348,317,25,45
2296,3910,18256,260,4,13712,33575,142183,1293,916,216,2930,829,3316,90,60,9,111,105,0,5
18091,40936,428184,5880,264,367604,960926,8698790,59820,41150,5080,166775,30112,116588,13578,9152,1464,5359,3897,400,630
267416,684869,34317960,67900,1276,8991208,72821719,-672174443,1274262,866597,68356,13256330,3413368,13466032,348201,232769,5172,1270828,851940,6090,2675
3696,8012,39468,672,8,21592,102847,431951,3345,2377,588,11665,1522,5928,219,161,36,144,130,0,10
2021,3080,12252,0,0,9956,22268,80506,0,0,0,0,594,2376,0,0,0,60,40,0,0
