from,to,date,value
345255,2713357,2017-05-18,1000000000.0
17,187077,2017-05-18,413418863330.0
17,2713343,2017-05-18,291990000000.0
214838,2712076,2017-05-18,2453438000.0
328365,2713400,2017-05-18,8990000000.0
17,2713299,2017-05-18,9532721820.0
300618,2713350,2017-05-18,40000000000.0
2709952,2710050,2017-05-18,19000000000.0
17,2713248,2017-05-18,5610647590.0
17,2713377,2017-05-18,25975064530.0
300583,2708277,2017-05-18,500000000000.0
17,241281,2017-05-18,5997797230.0
17,2713307,2017-05-18,52500000000.0
17,2712872,2017-05-18,35990000000.0
2704476,2708439,2017-05-18,10000000000.0
2713358,2713369,2017-05-18,9694690000.0
2713358,2713360,2017-05-18,4826376630.0
2710050,17,2017-05-18,5000000000.0
17,2710505,2017-05-18,58630000000.0
2709952,115617,2017-05-18,796094830.0
17,2710505,2017-05-18,83020000000.0
17,2712419,2017-05-18,166780000000.0
300618,2713345,2017-05-18,40000000000.0
2713391,1755551,2017-05-18,990000000.0
2709952,249483,2017-05-18,1488567890.0
2713358,2713369,2017-05-18,8070750000.0
2709952,2712852,2017-05-18,2119185120.0
17,2713248,2017-05-18,18989233350.0
2713385,2713386,2017-05-18,172708173310.0
17,2713378,2017-05-18,3589908350.0
1755414,2711438,2017-05-18,1082194021.0
256505,2713412,2017-05-18,100000000.0
2709952,2704690,2017-05-18,23020781770.0
17,2710505,2017-05-18,51990000000.0
468690,2706184,2017-05-18,50338500000.0
2710780,17,2017-05-18,1018000000.0
17,2713343,2017-05-18,196090000000.0
2708277,17,2017-05-18,500000000000.0
2709952,252460,2017-05-18,39978771250.0
2710050,17,2017-05-18,15000000000.0
17,2710505,2017-05-18,26990000000.0
2713419,2709952,2017-05-18,40000000000.0
447725,2713415,2017-05-18,15000000000.0
2709952,2713405,2017-05-18,9526317010.0
2709952,2713370,2017-05-18,40938682540.0
2713358,2713369,2017-05-18,11700550000.0
2709952,2713346,2017-05-18,13077002820.0
2709952,253046,2017-05-18,149519520.0
2490094,2711675,2017-05-18,250000000000.0
17,2712872,2017-05-18,33562000000.0
2709952,212214,2017-05-18,3082313900.0
17,1755414,2017-05-18,3179774620.0
17,2710505,2017-05-18,35990000000.0
2713358,2713369,2017-05-18,11422000000.0
2709952,2710050,2017-05-18,7000000000.0
17,2710505,2017-05-18,22030000000.0
2713310,2713314,2017-05-18,70000000000.0
2709952,252460,2017-05-18,39811257750.0
2709952,201761,2017-05-18,1000000000.0
345255,2713357,2017-05-18,20430000000.0
2709952,2711592,2017-05-18,270542640.0
2709952,216683,2017-05-18,8776620400.0
2709952,2713370,2017-05-18,30644198760.0
2708222,2708680,2017-05-18,150000000.0
2709952,2710050,2017-05-18,8000000000.0
17,2713281,2017-05-18,40600346250.0
17,2712872,2017-05-18,39050000000.0
2708057,17,2017-05-18,105668599300.0
2713357,17,2017-05-18,34027245950.0
466221,2713392,2017-05-18,9992000000.0
17,2713248,2017-05-18,18801463480.0
2713357,17,2017-05-18,12700000000.0
2709952,201761,2017-05-18,2000000000.0
2713347,2709952,2017-05-18,136600000.0
2709952,2712676,2017-05-18,1008419980.0
2713415,2709952,2017-05-18,15000000000.0
1756231,2710790,2017-05-18,75000000000.0
2713393,2709952,2017-05-18,9990000000.0
1755551,2713391,2017-05-18,500000000.0
17,2712872,2017-05-18,32260000000.0
17,2713321,2017-05-18,13867534550.0
2713402,1755551,2017-05-18,200000000000.0
17,2712872,2017-05-18,24260000000.0
328752,2713409,2017-05-18,23000000000.0
17,2712419,2017-05-18,289590000000.0
2713364,2709952,2017-05-18,10000000000.0
2204,2707830,2017-05-18,61971045720.0
2713381,1796780,2017-05-18,164094100000.0
17,2713299,2017-05-18,23250989460.0
17,2710505,2017-05-18,50120000000.0
467000,2713397,2017-05-18,33000000000.0
17,255293,2017-05-18,240000000.0
2709952,248641,2017-05-18,11255023440.0
2713358,2713369,2017-05-18,8411000000.0
2713391,1755551,2017-05-18,500000000.0
2710050,17,2017-05-18,54000000000.0
466221,2713393,2017-05-18,9990000000.0
2713357,17,2017-05-18,50647000000.0
2710050,17,2017-05-18,12000000000.0
2713369,2709952,2017-05-18,11700550000.0
1756231,1755647,2017-05-18,726916000000.0
17,1755414,2017-05-18,1633372250.0
2709952,252460,2017-05-18,39745021250.0
2709952,249483,2017-05-18,2236487340.0
17,2713343,2017-05-18,300000000000.0
17,2713352,2017-05-18,1003339650.0
2713376,2713394,2017-05-18,2373000000.0
17,121558,2017-05-18,5068397520.0
2713391,1755551,2017-05-18,980000000.0
2712038,2713365,2017-05-18,5000000000.0
2713358,2713369,2017-05-18,11159000000.0
2710050,17,2017-05-18,36000000000.0
17,2713248,2017-05-18,5696031490.0
2713358,2713369,2017-05-18,12204650000.0
17,2712872,2017-05-18,32990000000.0
17,2712563,2017-05-18,160877096770.0
469196,252247,2017-05-18,5000000000.0
2709952,2704690,2017-05-18,791541420.0
2709952,252460,2017-05-18,39375040500.0
328704,2713396,2017-05-18,5000000000.0
2709952,2713416,2017-05-18,4573949900.0
2709952,2713349,2017-05-18,1900536600.0
17,1755414,2017-05-18,1082194020.0
17,2713395,2017-05-18,28817812240.0
2713369,2709952,2017-05-18,10749000000.0
17,2709952,2017-05-18,5990000000.0
2713422,2713423,2017-05-18,42200000000.0
2710050,17,2017-05-18,59000000000.0
2713369,2709952,2017-05-18,10217630000.0
300618,2713419,2017-05-18,40000000000.0
17,2713343,2017-05-18,270417000000.0
2204,2707830,2017-05-18,40518830800.0
17,2709952,2017-05-18,17990000000.0
308086,2713406,2017-05-18,1749000000000.0
300618,2713380,2017-05-18,40000000000.0
1755414,2711438,2017-05-18,3179774622.0
2709952,2704690,2017-05-18,23799379550.0
2709952,252345,2017-05-18,23936663960.0
2710050,17,2017-05-18,10000000000.0
17,2712872,2017-05-18,26559900000.0
17,2713307,2017-05-18,28100000000.0
1755647,2710790,2017-05-18,75000000000.0
17,2710505,2017-05-18,17990000000.0
17,2713248,2017-05-18,14157009450.0
17,2711624,2017-05-18,16209162020.0
2713348,2709952,2017-05-18,40000000000.0
308086,2713406,2017-05-18,1000000000.0
2335457,2713408,2017-05-18,1000000000.0
17,2712872,2017-05-18,26740000000.0
2713310,2713315,2017-05-18,50000000000.0
2713386,17,2017-05-18,172708173310.0
2713369,2709952,2017-05-18,22699000000.0
2713358,2713363,2017-05-18,5459750000.0
2713310,2713316,2017-05-18,70000000000.0
2713317,17,2017-05-18,127429000000.0
2713358,2713369,2017-05-18,9232000000.0
2713358,2713369,2017-05-18,8822000000.0
17,2709952,2017-05-18,52990000000.0
2713344,2709952,2017-05-18,40000000000.0
2713358,2713366,2017-05-18,5543000000.0
17,77870,2017-05-18,16911832500.0
17,2712419,2017-05-18,111570000000.0
2709952,2710050,2017-05-18,30000000000.0
2713353,2713354,2017-05-18,4100000000.0
17,2713248,2017-05-18,19615445610.0
17,307411,2017-05-18,29990000000.0
2713366,2709952,2017-05-18,5543000000.0
17,2713305,2017-05-18,35390000000.0
17,2709952,2017-05-18,45990000000.0
17,2713343,2017-05-18,193700000000.0
17,255687,2017-05-18,990000000.0
17,2713248,2017-05-18,3485157190.0
2713389,2713390,2017-05-18,17216124640.0
17,2710505,2017-05-18,65210000000.0
2710050,17,2017-05-18,19000000000.0
17,2709952,2017-05-18,31990000000.0
2713332,2709832,2017-05-18,15000000000.0
17,2712419,2017-05-18,54430000000.0
2713358,2713369,2017-05-18,1000000000.0
2713424,2713425,2017-05-18,200000000.0
2713345,2709952,2017-05-18,40000000000.0
2713369,2709952,2017-05-18,5594970000.0
17,2336353,2017-05-18,152985610210.0
17,2710505,2017-05-18,13990000000.0
17,2711687,2017-05-18,19990000000.0
240093,103787,2017-05-18,6000000000.0
17,2710505,2017-05-18,28670000000.0
2709952,115616,2017-05-18,13642340030.0
2709832,17,2017-05-18,15000000000.0
17,204279,2017-05-18,990000000.0
256505,2713412,2017-05-18,38321839700.0
17,2709952,2017-05-18,95990000000.0
2709952,2713346,2017-05-18,12888912000.0
17,310166,2017-05-18,10000000000.0
17,2713372,2017-05-18,770000000000.0
17,1680003,2017-05-18,19238594300.0
2713359,2709952,2017-05-18,1664000000.0
2708439,17,2017-05-18,10000000000.0
2709952,252460,2017-05-18,39853669500.0
2713369,2709952,2017-05-18,1000000000.0
2710050,17,2017-05-18,30000000000.0
2709952,2710050,2017-05-18,5000000000.0
17,2713375,2017-05-18,7238006110.0
2709952,2710050,2017-05-18,48000000000.0
17,2712872,2017-05-18,17980000000.0
2709952,252460,2017-05-18,39293086750.0
17,253360,2017-05-18,19990000000.0
2713351,2709952,2017-05-18,40000000000.0
2709952,1680003,2017-05-18,33783020310.0
17,2713253,2017-05-18,19690018980.0
17,2713248,2017-05-18,25475782810.0
17,2713383,2017-05-18,381790552230.0
300618,307283,2017-05-18,40000000000.0
17,2710505,2017-05-18,31510000000.0
17,2713289,2017-05-18,469990000000.0
2713418,2712636,2017-05-18,100000000.0
17,2713383,2017-05-18,10487924970.0
17,2709952,2017-05-18,23990000000.0
2713361,2709952,2017-05-18,5326370000.0
351011,2708715,2017-05-18,240000000000.0
2713410,2713411,2017-05-18,822000000.0
2709952,2710050,2017-05-18,10000000000.0
17,2713388,2017-05-18,990000000.0
17,2709952,2017-05-18,33990000000.0
2713417,2712636,2017-05-18,10000000000.0
253961,252364,2017-05-18,16642897834.0
256505,1941026,2017-05-18,90000000000.0
17,2713395,2017-05-18,30095178140.0
17,2713305,2017-05-18,49990000000.0
2713423,2709952,2017-05-18,42200000000.0
2713381,2713382,2017-05-18,30000000000.0
2713367,2709952,2017-05-18,7310860000.0
17,2710505,2017-05-18,87150000000.0
17,2713378,2017-05-18,90000000.0
17,2710505,2017-05-18,61140000000.0
17,2712872,2017-05-18,34300000000.0
345255,2713357,2017-05-18,49647000000.0
2709952,256188,2017-05-18,1593783260.0
2713358,2713369,2017-05-18,7736830000.0
2713358,2713361,2017-05-18,5326370000.0
96493,2712098,2017-05-18,720851240.0
2713369,2709952,2017-05-18,9694690000.0
17,2713248,2017-05-18,23926638400.0
17,2713236,2017-05-18,48746999060.0
17,2710505,2017-05-18,33990000000.0
2713358,2713367,2017-05-18,7310860000.0
17,348366,2017-05-18,60000000000.0
2708222,2708680,2017-05-18,25000000000.0
17,2712872,2017-05-18,36514000000.0
17,2713289,2017-05-18,449990000000.0
17,2710505,2017-05-18,33790000000.0
17,1755414,2017-05-18,103850296790.0
17,2713299,2017-05-18,50751886330.0
17,2713372,2017-05-18,928304900000.0
2709952,349717,2017-05-18,12406219190.0
2712910,2713373,2017-05-18,40000000000.0
2713363,2709952,2017-05-18,5459750000.0
17,2712419,2017-05-19,46790000000.0
2713460,297656,2017-05-19,22426598400000.0
17,2713449,2017-05-19,1992721460.0
250741,2712617,2017-05-19,10000000000.0
2713434,17,2017-05-19,1000000000000.0
17,2709952,2017-05-19,1990000000.0
2712616,2712617,2017-05-19,20000000000.0
208053,2713445,2017-05-19,100000000.0
2709832,17,2017-05-19,10000000000.0
2713376,2713439,2017-05-19,2992000000.0
466680,250716,2017-05-19,10000000000.0
447725,2713461,2017-05-19,42000000000.0
17,2713451,2017-05-19,11254567160.0
17,2712419,2017-05-19,101110000000.0
2709952,466221,2017-05-19,5951000000.0
2713416,2713459,2017-05-19,500000000.0
17,2709952,2017-05-19,15990000000.0
17,2710505,2017-05-19,51990000000.0
2204,2712090,2017-05-19,20000000000.0
17,2401471,2017-05-19,2892048990.0
430741,2713379,2017-05-19,26684000000.0
17,2709952,2017-05-19,8990000000.0
2713432,2713433,2017-05-19,2457773180.0
17,2709952,2017-05-19,9990000000.0
2258530,251710,2017-05-19,3000000.0
17,2710688,2017-05-19,29698782320.0
1807506,2713457,2017-05-19,126000264860.0
27510,2713447,2017-05-19,6916840.0
2712617,17,2017-05-19,10000000000.0
17,2713440,2017-05-19,139053453810.0
2712038,2713462,2017-05-19,5000000000.0
17,2713438,2017-05-19,990000000.0
17,30578,2017-05-19,12351321820.0
2709952,2713443,2017-05-19,2178641510.0
2713427,1755414,2017-05-19,2000000000.0
1755444,2713436,2017-05-19,2672000000.0
255767,255304,2017-05-19,125644850730.0
2713434,17,2017-05-19,10000000000.0
430741,2713379,2017-05-19,26683888370.0
117156,2713444,2017-05-19,88700000000.0
17,1777645,2017-05-19,5990000000.0
2711438,2713427,2017-05-19,2000000000.0
17,2710505,2017-05-19,71510000000.0
17,2710505,2017-05-19,36990000000.0
17,2709952,2017-05-19,25990000000.0
17,250502,2017-05-19,21397778310.0
2713447,2709952,2017-05-19,6916840.0
17,2710505,2017-05-19,25490000000.0
2709952,2600106,2017-05-19,1019239630.0
17,237615,2017-05-19,9010255110.0
17,2713442,2017-05-19,29990000000.0
17,2712646,2017-05-19,1187653910.0
2713229,1752500,2017-05-19,21258149300.0
256505,2335633,2017-05-19,7181110018700.0
17,2711587,2017-05-19,12632776240.0
2713452,1755414,2017-05-19,329306925.0
2706544,2713434,2017-05-19,10000000000.0
322190,2713458,2017-05-19,74834000000.0
17,2713441,2017-05-19,1190000000.0
2704476,2713454,2017-05-19,1440000000.0
2713379,17,2017-05-19,26683888370.0
17,2710505,2017-05-19,47990000000.0
17,2713451,2017-05-19,990000000.0
17,255620,2017-05-19,64990000000.0
2713429,2709952,2017-05-19,2990000000.0
1941026,2713431,2017-05-19,89999000000.0
17,342902,2017-05-19,1090000000.0
2712803,2713428,2017-05-19,3000000000.0
2709952,2712803,2017-05-19,1931844990.0
2709952,2712910,2017-05-19,18971118900.0
17,252364,2017-05-19,35038512090.0
17,107200,2017-05-19,285579894190.0
2713430,213128,2017-05-19,24042827413.0
17,2710505,2017-05-19,54990000000.0
1453221,2707979,2017-05-19,40000000000.0
2706544,2713434,2017-05-19,1000000000000.0
17,2710505,2017-05-19,6890000000.0
300618,2713435,2017-05-19,40000000000.0
17,2710505,2017-05-19,37590000000.0
221653,231703,2017-05-19,7990000000.0
2709952,18418,2017-05-19,15743372420.0
17,204781,2017-05-19,1040000000.0
2713456,219354,2017-05-19,500000000000.0
17,2710645,2017-05-19,18652100570.0
256505,340234,2017-05-19,14999956500.0
2709952,2711772,2017-05-19,42431013680.0
17,2712584,2017-05-19,20000000000.0
17,2713121,2017-05-19,5990000000.0
75080,2712760,2017-05-19,5000000000.0
2706544,2713434,2017-05-19,5880060000000.0
254929,248033,2017-05-19,31990000000.0
17,342902,2017-05-19,12890000000.0
2712617,17,2017-05-19,20000000000.0
17,2710505,2017-05-19,48990000000.0
17,99225,2017-05-19,10930994040.0
2707979,17,2017-05-19,40000000000.0
17,253360,2017-05-19,19990000000.0
253748,2713455,2017-05-19,30000000.0
2713332,2709832,2017-05-19,10000000000.0
17,2710655,2017-05-19,20000000000.0
2712803,2713429,2017-05-19,2990000000.0
2713266,2713453,2017-05-19,1045965680.0
2713434,17,2017-05-19,5880060000000.0
2709952,2713437,2017-05-19,26102384000.0
17,2710505,2017-05-19,38990000000.0
17,2713440,2017-05-19,1000000000.0
17,2709952,2017-05-19,18990000000.0
27510,2713448,2017-05-19,1200000000.0
17,2710505,2017-05-19,34430000000.0
17,486327,2017-05-19,79990000000.0
466221,2713450,2017-05-19,952764010.0
17,2709952,2017-05-19,4990000000.0
2709952,242568,2017-05-19,16056256670.0
2709952,2711508,2017-05-19,10033559860.0
2709952,2712910,2017-05-19,10229000000.0
208053,2713445,2017-05-19,125725725490.0
27510,2713446,2017-05-19,6880740.0
17,107200,2017-05-19,990000000.0
256505,2713412,2017-05-19,15594889500.0
17,2713305,2017-05-19,125384000000.0
2713453,1755414,2017-05-19,1045965680.0
2709952,2713205,2017-05-19,914750000.0
17,2710505,2017-05-19,56040000000.0
17,256385,2017-05-19,3990000000.0
1755414,2712906,2017-05-19,669571681.0
27510,2713452,2017-05-19,329306925.0
17,2710505,2017-05-19,34990000000.0
17,1777645,2017-05-19,826224590.0
17,2713241,2017-05-20,37337374540.0
2712518,17,2017-05-20,10000000000.0
2708010,17,2017-05-20,16000000000.0
17,2713241,2017-05-20,19487321500.0
17,2713248,2017-05-20,6049431980.0
17,2712202,2017-05-20,60678942760.0
17,2710645,2017-05-20,18873084660.0
17,2713236,2017-05-20,35090082410.0
2204,2707830,2017-05-20,58899070050.0
2709952,2713475,2017-05-20,2400115000.0
17,2713305,2017-05-20,199989000000.0
17,1755414,2017-05-20,1489482190.0
17,2713343,2017-05-20,99990000000.0
17,2709952,2017-05-20,37990000000.0
305912,2712693,2017-05-20,1000999910.0
2709952,2713501,2017-05-20,710670130.0
17,2712563,2017-05-20,96680467050.0
333880,2713484,2017-05-20,1000000000.0
2709952,254545,2017-05-20,18210331300.0
17,2710645,2017-05-20,18734730050.0
2712344,2712518,2017-05-20,10000000000.0
17,2712915,2017-05-20,13081354740.0
2709952,2713475,2017-05-20,25435450000.0
17,2712202,2017-05-20,47565744900.0
17,2712872,2017-05-20,42280000000.0
17,2713343,2017-05-20,315996000000.0
17,2713477,2017-05-20,5798111390.0
17,2713493,2017-05-20,28990000000.0
2704476,176314,2017-05-20,144000000.0
2713504,96277,2017-05-20,99990000000.0
256505,2713472,2017-05-20,900000000.0
17,2710505,2017-05-20,62080000000.0
2713495,2713493,2017-05-20,1819000000.0
73156,2708972,2017-05-20,10000000000.0
328752,2713409,2017-05-20,19999713720.0
17,2713479,2017-05-20,117340007350.0
2707830,17,2017-05-20,58899070050.0
2710688,2710148,2017-05-20,29698782320.0
2707830,17,2017-05-20,34412219520.0
17,30578,2017-05-20,2332990110.0
2713486,2709952,2017-05-20,3000000000.0
300618,2713464,2017-05-20,40000000000.0
298629,2713483,2017-05-20,7000000000.0
17,2712563,2017-05-20,69853056140.0
2708929,2713463,2017-05-20,343267788600.0
17,2713321,2017-05-20,10281205990.0
2713505,252265,2017-05-20,39800000000.0
2711418,17,2017-05-20,100000000000.0
17,2713503,2017-05-20,34970000000.0
2710542,2708066,2017-05-20,10000000000.0
17,2709952,2017-05-20,31990000000.0
17,2713305,2017-05-20,312056000000.0
2713450,2709952,2017-05-20,952764010.0
332004,2713481,2017-05-20,29773290910.0
17,253360,2017-05-20,55657351490.0
17,2713299,2017-05-20,84148755510.0
2204,2707830,2017-05-20,45380380540.0
2709952,2713475,2017-05-20,23832850000.0
17,2712563,2017-05-20,36172513980.0
2709952,2712763,2017-05-20,21978956040.0
17,2709952,2017-05-20,24990000000.0
366925,462974,2017-05-20,39636782480.0
17,439786,2017-05-20,1000000000.0
451674,2713499,2017-05-20,210000000.0
2337263,2711974,2017-05-20,759355300.0
17,2712202,2017-05-20,35254703000.0
17,2710505,2017-05-20,59190000000.0
256505,2713471,2017-05-20,10000000000.0
2709952,2712298,2017-05-20,1795113720.0
17,2713502,2017-05-20,13743457400.0
2710050,17,2017-05-20,43000000000.0
2709952,221692,2017-05-20,742358110.0
2713480,2711418,2017-05-20,100000000000.0
17,439786,2017-05-20,73977180560.0
2204,2707830,2017-05-20,28902815790.0
17,2713318,2017-05-20,5568767380.0
17,2710505,2017-05-20,33090000000.0
17,2713248,2017-05-20,3568487540.0
17,344944,2017-05-20,4842908550.0
2713488,1796782,2017-05-20,1593500000000.0
17,2712563,2017-05-20,32679053790.0
249287,211747,2017-05-20,1000000000.0
17,2710645,2017-05-20,18817661300.0
17,1755414,2017-05-20,1592441570.0
17,2713340,2017-05-20,20235836580.0
17,2713485,2017-05-20,56769558900.0
17,2401471,2017-05-20,2374045730.0
17,2710645,2017-05-20,18928864710.0
17,2713241,2017-05-20,139093612380.0
17,305609,2017-05-20,10598268380.0
17,2712563,2017-05-20,74937644620.0
17,2710505,2017-05-20,47990000000.0
17,2713485,2017-05-20,990000000.0
17,2713248,2017-05-20,2180514990.0
1755251,1755522,2017-05-20,450000000000.0
17,2710645,2017-05-20,18762369010.0
344944,2713473,2017-05-20,5642900000.0
17,2713321,2017-05-20,12935902190.0
17,2712563,2017-05-20,109474949730.0
428834,2708010,2017-05-20,16000000000.0
2709952,2713475,2017-05-20,5066340000.0
17,2712202,2017-05-20,34990000000.0
2709952,254888,2017-05-20,178775370.0
17,2710505,2017-05-20,40390000000.0
17,2713469,2017-05-20,390000000.0
2709952,115617,2017-05-20,749900570.0
17,2713474,2017-05-20,7990000000.0
17,2712563,2017-05-20,67105394020.0
2713465,2713489,2017-05-20,2000000000.0
466281,2713468,2017-05-20,4600000000.0
1755414,413784,2017-05-20,1489482198.0
17,2713340,2017-05-20,7334954410.0
2204,2708378,2017-05-20,6144446910.0
253515,2713487,2017-05-20,100000000.0
2707830,17,2017-05-20,27766111820.0
252247,2713498,2017-05-20,2500000000.0
17,2713305,2017-05-20,237953000000.0
2713455,2709952,2017-05-20,30000000.0
2337263,2713490,2017-05-20,5002394950.0
256505,2710572,2017-05-20,1000000000.0
2713448,2709952,2017-05-20,1200000000.0
17,2710505,2017-05-20,61680000000.0
876758,2713491,2017-05-20,16927000000.0
17,2712202,2017-05-20,46860643050.0
17,876758,2017-05-20,16927025250.0
17,2712202,2017-05-20,21961075800.0
2713497,2709952,2017-05-20,6875000000.0
17,2712202,2017-05-20,57612272370.0
17,2712915,2017-05-20,993605960.0
17,2713241,2017-05-20,16788515510.0
17,2712202,2017-05-20,39499020660.0
17,2713305,2017-05-20,199990000000.0
17,2712202,2017-05-20,7102399570.0
17,2709952,2017-05-20,2990000000.0
17,2710645,2017-05-20,18707176460.0
256505,235516,2017-05-20,341206823600.0
17,2712872,2017-05-20,38766600000.0
17,2712202,2017-05-20,33866458590.0
17,247295,2017-05-20,5529238630.0
2712340,2713466,2017-05-20,8000000000.0
17,2712202,2017-05-20,23455727760.0
2710148,2707830,2017-05-20,27766111820.0
2709952,92257,2017-05-20,23506309090.0
2709952,2713475,2017-05-20,23709500000.0
17,2713492,2017-05-20,20198490430.0
2707830,17,2017-05-20,28902815790.0
17,2713482,2017-05-20,20548000000.0
17,2712419,2017-05-20,58710000000.0
17,2713321,2017-05-20,10375406710.0
17,2027609,2017-05-20,11990000000.0
17,235516,2017-05-20,30349511000.0
305912,2712693,2017-05-20,19000000000.0
17,2708693,2017-05-20,40000000000.0
17,2712838,2017-05-20,690000000.0
17,2713281,2017-05-20,25376115700.0
17,2713072,2017-05-20,491096760.0
17,2712563,2017-05-20,55204848600.0
17,2713318,2017-05-20,11295846630.0
17,2712872,2017-05-20,27106400000.0
17,2711442,2017-05-20,8932835820.0
17,2712915,2017-05-20,25985277760.0
2713454,2709952,2017-05-20,1440000000.0
17,2710645,2017-05-20,18845306090.0
2713332,2709832,2017-05-20,16000000000.0
17,2712202,2017-05-20,36432754690.0
2713466,2709952,2017-05-20,8000000000.0
17,2712202,2017-05-20,43997352940.0
2713439,2709952,2017-05-20,2992000000.0
2204,2707830,2017-05-20,24498558670.0
17,2713470,2017-05-20,190000000.0
2709952,2713475,2017-05-20,2612600000.0
17,2710505,2017-05-20,33990000000.0
1755414,27510,2017-05-20,1592441578.0
2709952,2713502,2017-05-20,1135091380.0
17,2710044,2017-05-20,1503194200.0
17,2713281,2017-05-20,18867729100.0
17,2712563,2017-05-20,84490791900.0
17,2710645,2017-05-20,18901001090.0
17,2713321,2017-05-20,10139282910.0
17,2712872,2017-05-20,13350000000.0
253067,2713497,2017-05-20,6875000000.0
17,2710505,2017-05-20,69790000000.0
466281,2713468,2017-05-20,2000000000.0
17,2688662,2017-05-20,6193751390.0
17,2713026,2017-05-20,105747534730.0
2713435,2709952,2017-05-20,40000000000.0
2707830,17,2017-05-20,53786410650.0
17,2711442,2017-05-20,6025454550.0
2709952,463609,2017-05-20,1801471010.0
17,2710645,2017-05-20,18679655580.0
17,30059,2017-05-20,4698003730.0
2204,2707830,2017-05-20,34412219520.0
17,2709952,2017-05-20,17990000000.0
17,255687,2017-05-20,19690000000.0
17,2713248,2017-05-20,9960340210.0
17,2713241,2017-05-20,21488768160.0
17,2481426,2017-05-20,773840990.0
17,2713477,2017-05-20,5595030810.0
17,2712872,2017-05-20,34156910860.0
334587,2713477,2017-05-20,6474000000.0
17,2713318,2017-05-20,42483520250.0
2713461,2709952,2017-05-20,42000000000.0
2709952,2710050,2017-05-20,43000000000.0
17,2713474,2017-05-20,29990000000.0
17,2713248,2017-05-20,9592060400.0
17,1941486,2017-05-20,1000000000.0
2707830,17,2017-05-20,45380380540.0
17,2712563,2017-05-20,17979088000.0
17,2712202,2017-05-20,11965579720.0
17,3900,2017-05-20,8490000000.0
17,2713278,2017-05-20,16110869360.0
17,2712563,2017-05-20,220076976120.0
462970,2713494,2017-05-20,58945354050.0
17,2712563,2017-05-20,231616523870.0
17,2710645,2017-05-20,18956920400.0
17,2712563,2017-05-20,94038386470.0
17,2711442,2017-05-20,5772608700.0
17,2713474,2017-05-20,19990000000.0
17,2713281,2017-05-20,8896892370.0
2204,2707830,2017-05-20,53786410650.0
17,2713496,2017-05-20,1860973970.0
17,2712202,2017-05-20,59542238810.0
17,374048,2017-05-20,12758186980.0
17,2713321,2017-05-20,6464451830.0
17,2713500,2017-05-20,490000000.0
2713446,2709952,2017-05-20,6880740.0
2709832,17,2017-05-20,16000000000.0
17,2713465,2017-05-20,1000000000.0
17,45358,2017-05-20,5454565220.0
17,2712202,2017-05-20,12594152400.0
17,2712202,2017-05-20,30217565930.0
17,2713500,2017-05-20,9503192170.0
17,2710645,2017-05-20,18984869960.0
17,2712563,2017-05-20,129270317300.0
2713416,2713486,2017-05-20,3000000000.0
17,2713467,2017-05-20,597533450.0
17,2713478,2017-05-20,4939533980.0
2713498,2709952,2017-05-20,2500000000.0
17,18351,2017-05-20,990000000.0
17,2713476,2017-05-20,95985569900.0
17,2712202,2017-05-20,63563824080.0
17,30059,2017-05-20,90000000.0
17,2713157,2017-05-20,990000000.0
17,2710645,2017-05-20,18789984380.0
2709952,2711007,2017-05-20,3365875720.0
17,2710505,2017-05-20,52990000000.0
17,2709952,2017-05-20,1990000000.0
2713505,252265,2017-05-20,200000000.0
2708378,17,2017-05-20,6144446910.0
17,2710505,2017-05-20,35320000000.0
2713462,2709952,2017-05-20,5000000000.0
17,374048,2017-05-20,490000000.0
17,242363,2017-05-20,303853730.0
2713464,2709952,2017-05-20,40000000000.0
2713487,253515,2017-05-20,500000000.0
17,2708693,2017-05-20,5000000000.0
17,2713157,2017-05-20,30520162540.0
2707830,17,2017-05-20,24498558670.0
333880,2713484,2017-05-20,49000000000.0
17,2019681,2017-05-20,2352794370.0
254786,345309,2017-05-21,65660000000.0
256505,252758,2017-05-21,999000000.0
8617,2204,2017-05-21,500000000000.0
91659,1948241,2017-05-21,144000000000.0
1755414,2709532,2017-05-21,4790000000.0
2711438,2712761,2017-05-21,2400000000.0
2709952,2710050,2017-05-21,35000000000.0
2707830,17,2017-05-21,31484383160.0
17,2336379,2017-05-21,17137062010.0
17,18351,2017-05-21,29990000000.0
2706945,2712820,2017-05-21,3000000000.0
2708861,2708862,2017-05-21,65000000000.0
2711991,2713537,2017-05-21,600000000000.0
2709952,2713475,2017-05-21,24044350000.0
17,2710505,2017-05-21,56660000000.0
1942283,2708180,2017-05-21,100000000.0
17,2710505,2017-05-21,56680000000.0
2204,2707830,2017-05-21,57071424250.0
17,2712419,2017-05-21,86190000000.0
17,2713321,2017-05-21,11070855790.0
346062,253104,2017-05-21,11828594677.0
2713332,2709832,2017-05-21,15000000000.0
2707830,17,2017-05-21,73707542510.0
17,2710505,2017-05-21,20990000000.0
2709952,124083,2017-05-21,149492800.0
17,2711442,2017-05-21,8590000000.0
17,2710505,2017-05-21,53440000000.0
2204,2707830,2017-05-21,43241029630.0
2204,2709390,2017-05-21,4518178500.0
2708445,17,2017-05-21,1000000000.0
300618,2713532,2017-05-21,35000000000.0
17,309216,2017-05-21,490000000.0
2707830,17,2017-05-21,43241029630.0
17,2710505,2017-05-21,16990000000.0
203323,2708445,2017-05-21,14000000000.0
17,2710645,2017-05-21,19117049520.0
