from,to,date,value
75311,4378851,2017-06-22,4.25e+21
207731,8138,2017-06-22,1e+20
4376515,257308,2017-06-22,8.343972486e+19
193337,4380609,2017-06-22,2.250546779e+19
4376515,4389118,2017-06-22,6.399800419e+19
255585,2194286,2017-06-22,1.08534e+21
193337,121166,2017-06-22,1.932167e+19
4376515,345456,2017-06-22,8.116366336e+19
49,4389070,2017-06-22,4.4336405475e+20
49,4389124,2017-06-22,2.2151657917e+20
193337,4387746,2017-06-22,2.728e+20
49,4204337,2017-06-22,2.2966000813e+20
193337,4378689,2017-06-22,7.135561e+19
193337,4386862,2017-06-22,2.41324331e+21
4375736,1747716,2017-06-22,1.5969565428806472e+21
4376515,4373356,2017-06-22,2.115155807e+19
49,1748111,2017-06-22,1.9877336354e+20
4388927,49,2017-06-22,9.748e+20
49,4389154,2017-06-22,1.04497380148e+21
4377727,4389120,2017-06-22,1.28435e+20
193337,105723,2017-06-22,1.3285058e+20
4388832,4376515,2017-06-22,4.85e+20
2736247,4388928,2017-06-22,1e+20
193337,86810,2017-06-22,1.10098e+22
49,77307,2017-06-22,4.009160595e+20
4376515,4389139,2017-06-22,1.03436533e+18
193337,4370508,2017-06-22,5.4953236e+20
4389054,3825064,2017-06-22,5.7232918288e+20
4376515,4381841,2017-06-22,6.222902208e+19
193337,4389177,2017-06-22,9.8e+18
2336102,4389050,2017-06-22,2.47e+21
4376515,4220762,2017-06-22,3.4747332023e+20
193337,243782,2017-06-22,2.5334632e+20
193337,300031,2017-06-22,5.5033235e+20
4386641,49,2017-06-22,2.24e+20
193337,4370508,2017-06-22,8e+17
4376515,4383400,2017-06-22,2.9421061e+18
4376515,3842549,2017-06-22,4.387822448e+19
49,4021411,2017-06-22,1.0837801775e+20
4376515,2102928,2017-06-22,3.566246717e+19
49,22261,2017-06-22,1.2005061528e+20
49,17074,2017-06-22,6.552163709e+20
4376515,4389126,2017-06-22,1.735510971e+19
49,4389070,2017-06-22,1.30494489548e+21
4383135,4383131,2017-06-22,8e+18
215127,3843308,2017-06-22,5.1925310753e+20
4376515,4223299,2017-06-22,9.65356048e+19
193337,4389038,2017-06-22,3.6051966e+20
4376515,4377152,2017-06-22,1.682997706e+19
193337,251947,2017-06-22,1.08e+19
4030753,29517,2017-06-22,1e+19
207731,8138,2017-06-22,4.52e+20
4376515,4222973,2017-06-22,1.2284755e+19
203008,4389039,2017-06-22,6e+19
193337,1748950,2017-06-22,5e+16
49,1041,2017-06-22,1.90553329511e+21
4376515,4251430,2017-06-22,4.9290631229e+20
4379747,49,2017-06-22,3.69911e+21
4376515,23210,2017-06-22,9.643317588e+19
193337,3670044,2017-06-22,5.68e+19
4034333,4389178,2017-06-22,1.3228049484e+20
49,4223066,2017-06-22,1.305070421e+19
4376515,3415615,2017-06-22,9.19339322e+19
4376515,1749030,2017-06-22,9.088844444e+19
193337,4389196,2017-06-22,1.10086471e+21
193337,4378808,2017-06-22,1.0652304e+20
4376515,4203673,2017-06-22,4.116304296e+19
4376515,2095613,2017-06-22,4.4484739879e+20
4388835,4263471,2017-06-22,6.7e+18
4030091,4389099,2017-06-22,1.033939357e+19
301675,4389168,2017-06-22,1.14551497229e+22
4376515,2039783,2017-06-22,1.791666837e+19
4376515,4220381,2017-06-22,5.47832266e+18
396158,4388735,2017-06-22,2e+21
4376515,4383893,2017-06-22,2.441505187e+19
4376515,4247007,2017-06-22,1.975337135e+19
4389018,4389141,2017-06-22,5e+18
227470,4389043,2017-06-22,2.12e+20
4376515,4221918,2017-06-22,3.780917878e+19
2843316,2843316,2017-06-22,1e+18
4376515,2026684,2017-06-22,1.773441368e+20
193337,4371728,2017-06-22,1.1763543e+20
4034333,4389178,2017-06-22,1.29e+20
4376515,437303,2017-06-22,2.394887126e+19
4376515,2195748,2017-06-22,1.25841752e+19
4376515,39015,2017-06-22,4.6857791127e+20
4376515,4216779,2017-06-22,2.043516487e+20
4376515,4386585,2017-06-22,5.1426312066e+20
195136,4389145,2017-06-22,3.86182e+20
49,4385002,2017-06-22,4.802128225e+19
193337,30120,2017-06-22,1.10086471e+21
4375584,4389064,2017-06-22,4e+19
49,252719,2017-06-22,2.982436299e+19
4376515,4161930,2017-06-22,1.2632083257e+20
4376515,440487,2017-06-22,9.80371771e+18
4376515,1748555,2017-06-22,6.27014661e+18
4376515,4389156,2017-06-22,9.144675203e+19
4388986,4389201,2017-06-22,1.0322155e+20
4376515,4220397,2017-06-22,4.719473893e+19
2781915,4389167,2017-06-22,1.0
4376515,217921,2017-06-22,1.26093125e+19
4389034,4389035,2017-06-22,8e+20
4376515,4034304,2017-06-22,9.613910376e+19
4389014,49,2017-06-22,1.24203703e+21
4376515,4389080,2017-06-22,1.716131974e+19
193337,244451,2017-06-22,6.99973352e+21
4376515,310738,2017-06-22,4.2292497817e+20
81244,4388763,2017-06-22,2.5e+20
4376515,244082,2017-06-22,4.971669219e+20
4376515,332489,2017-06-22,3.627095202e+19
255585,4388965,2017-06-22,1.45e+21
4376515,4383147,2017-06-22,5.68398499e+20
4376515,4389205,2017-06-22,7.68641082e+18
4376515,4033084,2017-06-22,1.3236396004e+20
193337,4362698,2017-06-22,5e+21
4375584,4389064,2017-06-22,1e+21
193337,4192261,2017-06-22,8e+20
49,240853,2017-06-22,2.96398969375e+21
4388835,4263471,2017-06-22,3.3598686e+20
4234340,4389012,2017-06-22,2.0087500083e+20
4376515,4378370,2017-06-22,3.1801946813e+20
4376515,4389071,2017-06-22,1.0267104028e+20
4376515,4226425,2017-06-22,6.26014522e+18
193337,4225493,2017-06-22,9.8e+18
49,4389147,2017-06-22,1.1027184047e+20
4376515,4246404,2017-06-22,2.985755656e+19
193337,4378610,2017-06-22,1e+21
4125917,4388742,2017-06-22,1e+21
193337,4239,2017-06-22,5e+16
2712427,2712430,2017-06-22,1.1008e+22
75066,4370441,2017-06-22,1e+21
369181,4388937,2017-06-22,7e+21
4376515,4175515,2017-06-22,7.626158201e+19
4389018,86343,2017-06-22,7e+18
4374401,4374533,2017-06-22,9e+18
193337,4371201,2017-06-22,9.45268e+18
49,2920274,2017-06-22,1.6685805992e+20
193337,4389112,2017-06-22,2.000045e+19
4376515,317801,2017-06-22,2.28439421e+19
4388548,4389223,2017-06-22,1.02933607e+21
4248900,4386478,2017-06-22,2.0
4376515,4223160,2017-06-22,3.1135541562e+20
4376515,4243816,2017-06-22,5.882956273e+19
4376515,254448,2017-06-22,6.3052995202e+20
4376515,4246399,2017-06-22,9.56442257e+18
2473190,4388959,2017-06-22,8.45e+20
193337,4389115,2017-06-22,2.2005e+20
4376515,301176,2017-06-22,8.288408568e+19
4376515,4389218,2017-06-22,1.372574638e+19
449684,4389079,2017-06-22,3e+21
1748628,4373681,2017-06-22,5e+19
49,4021411,2017-06-22,1.2237603386e+20
4377727,4370864,2017-06-22,2.504359499e+19
4376515,4388385,2017-06-22,4.473126264e+20
193337,4379471,2017-06-22,3e+20
4376515,4216975,2017-06-22,1.240208978e+19
239569,49,2017-06-22,2e+21
4389047,4372748,2017-06-22,2.755436941e+19
2198057,4382103,2017-06-22,1.5e+21
193337,2199944,2017-06-22,2.141607e+19
49,301070,2017-06-22,2.5979089327e+20
4376515,4386546,2017-06-22,7.90244596e+19
4376515,4177836,2017-06-22,1.892632351e+19
351124,2712421,2017-06-22,1e+22
357238,4389093,2017-06-22,5.74e+20
49,1041,2017-06-22,4e+18
49,4389131,2017-06-22,5.04308306e+20
4389052,49,2017-06-22,3.998e+21
4388603,4388606,2017-06-22,5.57618185e+18
254562,4389017,2017-06-22,8.797e+20
4376515,4389143,2017-06-22,1.23534183e+18
4389202,4389195,2017-06-22,1e+20
4376515,4377645,2017-06-22,7.02316951e+18
193337,325900,2017-06-22,1.047792e+19
4376515,4105842,2017-06-22,1.0993843305e+20
49,217006,2017-06-22,1.65e+19
4376515,409552,2017-06-22,3.48327969e+19
4389197,4389198,2017-06-22,4.1344e+19
248700,4388707,2017-06-22,3.3e+20
193337,4380679,2017-06-22,1.788e+20
4376515,459202,2017-06-22,2.4177952835e+20
49,4389186,2017-06-22,3.98e+20
193337,4383015,2017-06-22,8.083509e+19
4054718,4389072,2017-06-22,2e+20
4376515,2755508,2017-06-22,1.6439862337e+20
4376515,4386403,2017-06-22,6.574042942e+19
4376515,4373099,2017-06-22,1.720109009e+19
193337,254496,2017-06-22,1.9e+19
17205,4389098,2017-06-22,1e+21
193337,2401500,2017-06-22,5.598e+20
4376515,399665,2017-06-22,3.0114619e+17
4376515,4389175,2017-06-22,3.0033324142e+20
4376515,4389160,2017-06-22,2.3698263065e+20
193337,4239,2017-06-22,2.0157631e+20
4376515,2085069,2017-06-22,5.4965752e+19
193337,4100948,2017-06-22,3.976e+20
4376515,409951,2017-06-22,1.243516796e+19
49,4389070,2017-06-22,2.9985845557e+20
193337,4225493,2017-06-22,9.98e+19
4034333,4389178,2017-06-22,2e+18
244451,2759717,2017-06-22,3.4622e+21
116324,4388837,2017-06-22,9.69e+20
193337,4389066,2017-06-22,1.7556313e+20
193337,249864,2017-06-22,3.178e+20
4387569,49,2017-06-22,1e+21
193337,206194,2017-06-22,6.404389e+19
193337,4389215,2017-06-22,9.498e+20
253657,254365,2017-06-22,9e+16
4376515,4240031,2017-06-22,6.678558289e+19
49,4383775,2017-06-22,2e+18
193337,243782,2017-06-22,1e+18
4376515,244082,2017-06-22,5.0305895794e+20
4376515,4389175,2017-06-22,1.6457616064e+20
257014,49,2017-06-22,1e+21
49,4380500,2017-06-22,2.9080714137e+20
49,215127,2017-06-22,5.1825310753e+20
4376515,4388695,2017-06-22,1.0660680447e+20
193337,464492,2017-06-22,2.958e+20
193337,4247267,2017-06-22,1e+18
2100094,457344,2017-06-22,4.9986604162e+20
4376515,302885,2017-06-22,1.0768582295e+20
49,4389107,2017-06-22,1.60872503148e+21
4376515,4221370,2017-06-22,1.2676459286e+20
255235,4376614,2017-06-22,2e+21
193337,2092750,2017-06-22,7.78e+19
4376515,4220762,2017-06-22,2.632005103e+19
4389002,249705,2017-06-22,1.6e+19
4389002,249705,2017-06-22,1.59e+19
321303,4382083,2017-06-22,2.999e+21
4376515,238693,2017-06-22,6.26950094e+18
49,4389186,2017-06-22,8.975e+18
128919,4376557,2017-06-22,1e+19
193337,341913,2017-06-22,2.5756787e+20
49,4389209,2017-06-22,1.1996546234e+20
4376515,2075788,2017-06-22,6.3722127e+17
4388856,4389182,2017-06-22,1.3151262e+20
193337,4379601,2017-06-22,5e+18
49,4389131,2017-06-22,3.70519815e+18
4376515,4389137,2017-06-22,6.6523262e+17
193337,4389059,2017-06-22,3.18e+19
4376515,4233732,2017-06-22,4.0014740248e+20
4204337,4386641,2017-06-22,2.24e+20
4389108,4389134,2017-06-22,3.86e+19
4263471,49,2017-06-22,3.28875e+20
193337,1868436,2017-06-22,2.142030241e+22
49,4389094,2017-06-22,2.88241938e+19
207731,8138,2017-06-22,5e+20
4376515,4379257,2017-06-22,3.02102865e+18
193337,2049350,2017-06-22,3.48e+19
4206476,96714,2017-06-22,1.0
193337,4375017,2017-06-22,2.5274117e+20
4389199,49,2017-06-22,2.89057e+21
193337,2718423,2017-06-22,6.542199e+19
193337,4389045,2017-06-22,2.88e+19
193337,4389102,2017-06-22,1.2773323e+20
49,4388757,2017-06-22,2.86679971154e+21
4376515,242634,2017-06-22,4.9054225e+19
463154,4389220,2017-06-22,1e+18
4376515,4222361,2017-06-22,1.7949592424e+20
49,4377014,2017-06-22,5.254146816e+19
193337,249864,2017-06-22,3.0278e+20
49,4371636,2017-06-22,1.171e+21
4377589,4377590,2017-06-22,9.72279e+20
4376515,4222961,2017-06-22,5.05060651e+18
4184057,4388975,2017-06-22,2.55e+20
4376515,4031810,2017-06-22,4.72295508e+18
4382076,49,2017-06-22,1e+21
49,298946,2017-06-22,2.6875865844e+20
4389191,4389192,2017-06-22,1e+20
49,4389186,2017-06-22,1.5461e+20
4376515,2026684,2017-06-22,2.40580243e+18
207731,8138,2017-06-22,5.0
193337,4220415,2017-06-22,8e+17
4373303,49,2017-06-22,1.008e+21
4376515,244082,2017-06-22,4.7515543164e+20
4376515,4389139,2017-06-22,2.9716648e+17
193337,254525,2017-06-22,1.058676675e+22
4376515,4389081,2017-06-22,2.047464e+17
4376515,4224284,2017-06-22,1.029050664e+19
193337,233081,2017-06-22,4.98e+19
4376515,4124882,2017-06-22,5.51053872e+19
4376515,4237960,2017-06-22,2.5512648624e+20
2197468,4389228,2017-06-22,6e+20
235848,4387746,2017-06-22,8.75e+20
4376515,4386823,2017-06-22,6.24583e+18
193337,1444105,2017-06-22,1.10086471e+21
321303,4389231,2017-06-22,2e+21
4376515,253260,2017-06-22,1.1829801918e+20
4376515,4384490,2017-06-22,4.9428960352e+20
49,4389070,2017-06-22,4.8939862665e+20
4376515,4220592,2017-06-22,6.59135209e+18
4376515,4171773,2017-06-22,5.7396355353e+20
310401,4389027,2017-06-22,2.2e+21
4376515,4220719,2017-06-22,5.48162537e+18
4376515,4034008,2017-06-22,6.20718691e+19
4376515,4387902,2017-06-22,2.03908027e+18
193337,2078647,2017-06-22,4.7973004e+20
193337,301393,2017-06-22,6.18e+19
4376515,2071372,2017-06-22,2.3091026e+17
49,4389129,2017-06-22,3.419324586e+19
4380448,49,2017-06-22,2.99e+20
4376515,442936,2017-06-22,3.27111198e+18
4389018,4389141,2017-06-22,8.9552750862e+20
193337,75066,2017-06-22,9.9980597e+20
49,4388757,2017-06-22,1.04718976497e+21
4376515,2026684,2017-06-22,6.54238726e+19
4389015,49,2017-06-22,1e+20
207731,8138,2017-06-22,3.87429e+18
193337,4134580,2017-06-22,5.823235e+19
49,4389186,2017-06-22,1.3191282486e+20
49,4389140,2017-06-22,5.647986198e+19
193337,4241001,2017-06-22,9.98e+19
4376515,4387066,2017-06-22,5.837145873e+19
4146049,4389063,2017-06-22,4.5e+20
4376515,2844872,2017-06-22,1.883152851e+19
248700,248701,2017-06-22,6e+19
4376515,188451,2017-06-22,8.48832341e+18
4389152,4389153,2017-06-22,5.20816705e+20
4255079,4372749,2017-06-22,3.4e+19
193337,4389117,2017-06-22,9.8e+18
4376515,4384490,2017-06-22,4.9406409613e+20
4376515,4389148,2017-06-22,1.019276012e+19
4376515,4384490,2017-06-22,4.2822272655e+20
193337,1781168,2017-06-22,5e+16
4137046,4389216,2017-06-22,1.3e+19
4376515,2096994,2017-06-22,8.585412103e+19
2336514,4389055,2017-06-22,9.35475671e+21
4388894,49,2017-06-22,5e+21
193337,232173,2017-06-22,8.48847108e+21
49,4021411,2017-06-22,4.822180364e+19
4376515,4026371,2017-06-22,1.41781255e+19
4388856,4389182,2017-06-22,5e+18
4376515,4372975,2017-06-22,1.542498226e+19
22134,1971894,2017-06-22,2.245e+20
4389114,2195450,2017-06-22,2.13e+20
4376515,4389225,2017-06-22,4.463616945e+19
4376515,1964311,2017-06-22,1.127450279e+19
4376515,2842116,2017-06-22,1.613538449e+19
2199794,4387746,2017-06-22,3.5e+20
223141,4389206,2017-06-22,2.85e+21
193337,429104,2017-06-22,1.10086471e+21
4376515,4082653,2017-06-22,5.256676774e+19
4388986,4389201,2017-06-22,1e+19
4376515,4381972,2017-06-22,2.3635625304e+20
193337,4383015,2017-06-22,2.0081726e+20
4376515,4248364,2017-06-22,2.1594907237e+20
49,8138,2017-06-22,3.4e+19
193337,1748593,2017-06-22,3.716e+20
245558,4389183,2017-06-22,4.99802e+21
49,461356,2017-06-22,1.9152244989e+20
193337,4371219,2017-06-22,2.398e+20
4030835,4389057,2017-06-22,3.322087754671937e+18
4376515,4379623,2017-06-22,3.938e+19
49,4389180,2017-06-22,5.184316906e+20
4376515,1427938,2017-06-22,5.47458286e+18
4389158,4389159,2017-06-22,5e+20
4376515,4034008,2017-06-22,9.92081791e+18
193337,322157,2017-06-22,2.68e+19
467570,4389174,2017-06-22,9.96e+19
193337,4386521,2017-06-22,1.09998e+22
2850756,4387150,2017-06-22,4e+19
4376515,356402,2017-06-22,5.2086142855e+20
4377727,3075386,2017-06-22,8.41885e+20
2198832,4386448,2017-06-22,2e+20
193337,4225493,2017-06-22,4.998e+20
4388972,4389171,2017-06-22,3.1586450674e+20
4376515,2026684,2017-06-22,2.911696961e+19
49,4389037,2017-06-22,3.0057754371e+20
465219,4389022,2017-06-22,5.2e+19
4389042,49,2017-06-22,1.559458e+21
49,128919,2017-06-22,1.07423322178e+21
4376515,4032254,2017-06-22,1.209418461e+19
115268,4389211,2017-06-22,1.04877814207e+21
45446,4386601,2017-06-22,1e+21
4376515,297542,2017-06-22,5.3059127638e+20
49,4375166,2017-06-22,5.480719419e+20
193337,4372325,2017-06-22,2.0324827e+20
440540,4389088,2017-06-22,1.01e+20
4376515,4389074,2017-06-22,4.689619332e+19
193337,4224105,2017-06-22,5.5852473e+20
193337,4236378,2017-06-22,1.06e+19
193337,1780218,2017-06-22,2.208e+20
193337,298680,2017-06-22,6.20983631e+21
49,4389186,2017-06-22,1.5090067885e+20
49,297890,2017-06-22,3.872429907e+19
193337,4387246,2017-06-22,1.450486e+19
85757,4389062,2017-06-22,3.41644e+19
1748628,4373681,2017-06-22,8.5e+20
345378,49,2017-06-22,6.5e+19
207731,8138,2017-06-22,3e+20
49,4389070,2017-06-22,3.7474893351e+20
4226864,4389084,2017-06-22,5.852725e+19
4376515,4389222,2017-06-22,3.472712127e+19
341440,49,2017-06-22,1e+21
4376515,2088538,2017-06-22,1.371007374e+19
4376515,4380019,2017-06-22,1.0232137999e+20
254365,253657,2017-06-22,9.3e+16
193337,4379692,2017-06-22,1.208e+20
4375129,4375130,2017-06-22,2e+20
250909,13275,2017-06-22,5.0000008875e+20
102968,4389053,2017-06-22,8.386e+21
49,4389051,2017-06-22,6.99e+20
193337,4033057,2017-06-22,1.6968294e+20
3622774,49,2017-06-22,2.0314871e+20
4388975,49,2017-06-22,2.6e+20
4373713,4389151,2017-06-22,3.136e+19
4389026,49,2017-06-22,1.8110746758e+20
193337,2197416,2017-06-22,1.04e+19
4375736,1747716,2017-06-22,2.595956542880647e+21
4376515,4389176,2017-06-22,8.68492532e+18
193337,4388097,2017-06-22,9.98e+19
193337,254365,2017-06-22,8.785485e+19
193337,4372597,2017-06-22,3.6538e+21
4376515,4386959,2017-06-22,2.6999651185e+20
93812,4389014,2017-06-22,1.23203703e+21
333738,4382076,2017-06-22,1e+21
193337,4388097,2017-06-22,1.0910647e+22
49,4383775,2017-06-22,2.7007758265e+20
193337,231408,2017-06-22,5.68e+19
304715,4389130,2017-06-22,8.83451e+20
4389095,4389096,2017-06-22,2e+21
4376515,4251430,2017-06-22,3.3206997985e+20
193337,4389150,2017-06-22,5.3991704e+20
49,297890,2017-06-22,3.810322205e+19
4376515,4197132,2017-06-22,1.6675289857e+20
49,4389113,2017-06-22,5.6335567338e+20
49,461288,2017-06-22,9.697145494e+19
4376515,4221370,2017-06-22,1.7411809522e+20
37239,4389020,2017-06-22,2e+21
4376515,4220352,2017-06-22,1.265064935e+19
461142,230220,2017-06-22,2e+20
254562,4389016,2017-06-22,2.85e+20
4376515,29129,2017-06-22,2e+19
4376515,4372275,2017-06-22,5.1627307145e+20
4376515,455910,2017-06-22,2.67212978e+20
4376515,4221370,2017-06-22,2.580231406e+20
49,22261,2017-06-22,1e+18
193337,459164,2017-06-22,2.5448283e+20
315468,4389065,2017-06-22,8e+20
4376515,4384678,2017-06-22,6.604941644e+19
4388829,4389170,2017-06-22,4.9895082e+20
4389202,4389203,2017-06-22,5e+19
4376515,4382264,2017-06-22,2.45079487e+18
4389197,4389198,2017-06-22,8e+20
4376515,4383627,2017-06-22,1.62395789e+19
4376515,4221800,2017-06-22,7.176363636e+19
4376515,4247527,2017-06-22,1.670579345e+19
4030753,29517,2017-06-22,1e+20
4376515,4243816,2017-06-22,1.087805035e+19
4376515,4386585,2017-06-22,3.6281966e+17
4388878,49,2017-06-22,1.51e+20
193337,414262,2017-06-22,4.83e+20
4376515,356402,2017-06-22,4.6156575082e+20
4389043,49,2017-06-22,2.22e+20
4376515,39015,2017-06-22,4.665647546e+20
193337,4260862,2017-06-22,1.012685e+19
193337,23210,2017-06-22,4.998e+20
193337,3622774,2017-06-22,2.0314871e+20
49,245839,2017-06-22,1.1795123283e+20
193337,4389116,2017-06-22,3.1998e+21
2716406,4389060,2017-06-22,3e+20
193337,406938,2017-06-22,2.498e+20
4376515,2071372,2017-06-22,2.063521796e+19
4385893,49,2017-06-22,4.01e+20
193337,8138,2017-06-22,8e+21
4376515,93610,2017-06-22,2.29716088e+18
445811,4388923,2017-06-22,6.5e+20
4238708,4388594,2017-06-22,5e+20
4388986,4388987,2017-06-22,1.1322155e+20
49,458147,2017-06-22,6.421614869e+20
4389035,49,2017-06-22,8e+20
240668,4389028,2017-06-22,7.3e+19
4376515,251437,2017-06-22,9.536118994e+19
4376515,406030,2017-06-22,3.1124387716e+20
193337,4385734,2017-06-22,1e+18
193337,109041,2017-06-22,9.8e+18
49,303781,2017-06-22,8.6617456395e+20
193337,4389125,2017-06-22,2.2012689e+20
193337,4389135,2017-06-22,5.812253e+19
4376515,4389144,2017-06-22,4.893123845e+19
193337,4380608,2017-06-22,4.0518299e+20
193337,240668,2017-06-22,9.694055e+19
4376515,4380019,2017-06-22,1.1534518347e+20
74152,49,2017-06-22,2.01e+21
4389050,49,2017-06-22,2.47e+21
4376515,2095609,2017-06-22,7.77692059e+18
4376515,356402,2017-06-22,4.6866991059e+20
2843316,2843316,2017-06-22,2e+17
207731,8138,2017-06-22,3.5e+20
462221,4386855,2017-06-22,2.7998e+21
49,1041,2017-06-22,1e+18
72783,250859,2017-06-22,4.94e+20
4376515,2026684,2017-06-22,2.457464412e+19
4263471,49,2017-06-22,3.4500686e+20
239568,239569,2017-06-22,2e+21
4389019,4387746,2017-06-22,4.9e+19
193337,462196,2017-06-22,1.10086471e+21
193337,4389092,2017-06-22,3.28e+19
4376515,4389067,2017-06-22,4.750287456e+19
193337,4378978,2017-06-22,1.0458e+21
4375668,4389021,2017-06-22,1.09229e+21
193337,327105,2017-06-22,3.06e+19
235084,4389181,2017-06-22,5e+19
289551,4389157,2017-06-22,1.922e+20
193337,4389185,2017-06-22,6.97974e+18
4376515,4388824,2017-06-22,5.188e+20
193337,253553,2017-06-22,1.10086471e+21
4376515,4389212,2017-06-22,5.6916831e+17
4376515,4009772,2017-06-22,8.796167695e+19
193337,4361580,2017-06-22,1.10086471e+21
4376515,4242778,2017-06-22,9.875e+19
250470,2197682,2017-06-22,1e+18
4376515,456258,2017-06-22,7.596593729e+19
193337,3871044,2017-06-22,3.38e+19
4376515,440108,2017-06-22,3.2133225806e+20
193337,4260702,2017-06-22,1.318e+20
69285,4389026,2017-06-22,1.8110746758e+20
4376515,4220592,2017-06-22,2.744703678e+20
4376515,2219222,2017-06-22,3.2358924e+17
4376515,432042,2017-06-22,4.249825135e+19
4376515,341215,2017-06-22,5.4911164847e+20
49,4389070,2017-06-22,8.6832560941e+20
4376515,4389132,2017-06-22,4.165097075e+19
193337,4378981,2017-06-22,1.313542e+21
34755,37786,2017-06-22,3.99e+21
33122,4382083,2017-06-22,2.22079677e+21
193337,1960287,2017-06-22,1.008511e+19
49,126760,2017-06-22,1.6439963315e+20
3843308,49,2017-06-22,1.03850621506e+21
4376515,2078171,2017-06-22,9.480429e+17
193337,4389102,2017-06-22,1.3104591e+20
49,183773,2017-06-22,2.494422616e+19
75310,4389173,2017-06-22,1.125e+20
193337,254096,2017-06-22,1.10086471e+21
193337,4384046,2017-06-22,2.839999e+19
193337,4197804,2017-06-22,9.98e+19
2781915,4389167,2017-06-22,1.00010649e+21
4376515,59905,2017-06-22,5e+20
4376515,2245127,2017-06-22,2.3672883691e+20
1713962,4380747,2017-06-22,1e+19
250611,4383670,2017-06-22,1e+19
49,4389024,2017-06-22,1e+18
49,4386483,2017-06-22,3.940232391e+19
114795,4389040,2017-06-22,1.5e+22
49,4375166,2017-06-22,7.99e+20
4376515,406030,2017-06-22,4.23035788e+20
49,4389037,2017-06-22,3.0354617803e+20
196844,4389077,2017-06-22,1.315e+21
69104,244653,2017-06-22,3e+20
193337,249864,2017-06-22,1.48e+18
250691,4389207,2017-06-22,2.6002868305e+20
193337,4389215,2017-06-22,9.98e+19
4376515,4245455,2017-06-22,8.311909193e+19
4146049,4389056,2017-06-22,3e+18
102968,4389053,2017-06-22,1e+19
193337,461120,2017-06-22,2.998e+20
193337,4389049,2017-06-22,3.62249349e+21
193337,28414,2017-06-22,1.008e+20
193337,4381309,2017-06-22,1.10086471e+21
49,4389070,2017-06-22,8.2398653339e+20
4376515,4220397,2017-06-22,6.569113651e+19
4263471,49,2017-06-22,3.8521583999999993e+20
193337,4389031,2017-06-22,1.498e+20
4389048,4036007,2017-06-22,1.5e+19
4389213,4389214,2017-06-22,7.6e+20
49,2194118,2017-06-22,1.9144124974e+20
4376515,4233732,2017-06-22,4.5103778501e+20
49,297890,2017-06-22,3.101663883e+19
4376515,4389091,2017-06-22,4.863423375e+19
256809,345378,2017-06-22,6.5e+19
4389025,49,2017-06-22,1.88012e+21
4034578,4386332,2017-06-22,1e+20
4389095,4389103,2017-06-22,3.999e+21
49,286516,2017-06-22,1.88470331288e+21
4376515,4034008,2017-06-22,1.97937531e+18
4220762,4389075,2017-06-22,4.1521721484e+20
4386551,4389013,2017-06-22,1e+20
357238,4389093,2017-06-22,2e+21
193337,4372555,2017-06-22,6.0544881e+20
49,1873435,2017-06-22,3.8266392632e+20
4376515,4389218,2017-06-22,6.561734279e+19
34755,37786,2017-06-22,1e+19
195136,4389138,2017-06-22,3.861825e+20
4376515,4389212,2017-06-22,5.0575588e+18
4383314,49,2017-06-22,3.000172882e+21
223141,4389206,2017-06-22,5e+18
4376515,4384501,2017-06-22,1.423697753e+19
49,251758,2017-06-22,4.5075463597e+20
49,89807,2017-06-22,3.7721273082e+20
49,245839,2017-06-22,1.8132246477e+20
49,80392,2017-06-22,2.1669212398e+20
4376515,216505,2017-06-22,8.349665434e+19
2850756,4387150,2017-06-22,8e+19
4033409,4372747,2017-06-22,1e+18
4220762,4389036,2017-06-22,8.677438946100001e+20
4389028,1943308,2017-06-22,7.3e+19
245558,4389183,2017-06-22,2e+18
49,4388757,2017-06-22,1.01860740829e+21
193337,4379692,2017-06-22,1.498e+20
2713773,4389221,2017-06-22,3.4212278165e+20
193337,4389163,2017-06-22,5e+19
4376515,4371982,2017-06-22,1.558435842e+19
49,4389184,2017-06-22,2.96734267e+19
4376515,251040,2017-06-22,1.964291444e+19
4376515,4031810,2017-06-22,2.427214615e+19
227470,4389043,2017-06-22,1e+19
4376515,4389232,2017-06-22,3.545036664e+19
49,4383709,2017-06-22,5.1054756616e+20
4376515,437303,2017-06-22,1.017723627e+19
193337,3624234,2017-06-22,1.98e+19
1748593,4381561,2017-06-22,3.748e+20
193337,4386521,2017-06-22,1.8e+18
248701,49,2017-06-22,6e+19
4376515,2075788,2017-06-22,6.3226387e+17
4146049,4389058,2017-06-22,5e+19
4376515,2025205,2017-06-22,1.83128334e+18
4376515,408227,2017-06-22,1.895077254e+19
244451,2759717,2017-06-22,1e+19
49,4388757,2017-06-22,1.12711238806e+21
4376515,72360,2017-06-22,5.7494421964e+20
49,4386613,2017-06-22,6.5741583648e+20
4376515,1755550,2017-06-22,1.7841529102e+20
49,4389188,2017-06-22,2.3156953403e+20
233765,250906,2017-06-22,5e+19
4376515,2475773,2017-06-22,4.5537747868e+20
193337,4389086,2017-06-22,1.18e+19
193337,4389133,2017-06-22,1.255e+19
49,4389107,2017-06-22,4e+18
2850657,4389033,2017-06-22,2.9998e+21
193337,233081,2017-06-22,1.0208e+21
4238942,4372730,2017-06-22,6.353107e+18
193337,4389038,2017-06-22,2.339677e+21
4376515,4389144,2017-06-22,2.7018819894e+20
